colname,award,idv,Tag,size,definition
WALSH_HEALEY_ACT,list_element[['legislativeMandates']][['materialsSuppliesArticlesEquipment']][[1]],list_element[['legislativeMandates']][['materialsSuppliesArticlesEquipment']][[1]],no,VARCHAR(1),"Indicates whether the transaction is subject to the Materials, Supplies, Articles, & Equip. The clause is 52.222-20 ""Contracts for Materials, Supplies, Articles, and Equipment Exceeding $15,000"" - that goes with Contracts for Materials, Supplies, Articles, and Equipment Exceeding $15,000 (formerly Walsh-Healey)."
WOMEN_OWNED_FLAG,list_element[['vendor']][['vendorSiteDetails']][['vendorSocioEconomicIndicators']][['isWomenOwned']][[1]],list_element[['vendor']][['vendorSiteDetails']][['vendorSocioEconomicIndicators']][['isWomenOwned']][[1]],no,VARCHAR(3),"List characteristic of the contractor such as whether the selected contractor is a Woman Owned Business or not. It can be derived from the SAM data element, 'Business Types'."
WOSB_FLAG,list_element[['vendor']][['vendorSiteDetails']][['vendorSocioEconomicIndicators']][['isWomenOwnedSmallBusiness']][[1]],list_element[['vendor']][['vendorSiteDetails']][['vendorSocioEconomicIndicators']][['isWomenOwnedSmallBusiness']][[1]],no,VARCHAR(3),"https://www.sam.gov OR List characteristic of the contractor such as whether the selected contractor is a Woman Owned Small Business or not. It can be derived from the SAM data element, 'Business Types'."
SHELTERED_WORKSHOP_FLAG,list_element[['vendor']][['vendorSiteDetails']][['vendorOrganizationFactors']][['isShelteredWorkshop']][[1]],list_element[['vendor']][['vendorSiteDetails']][['vendorOrganizationFactors']][['isShelteredWorkshop']][[1]],no,VARCHAR(3),NA
TRANSACTION_NUMBER,list_element[['awardID']][['awardContractID']][['transactionNumber']][[1]],list_element[['awardID']][['awardContractID']][['transactionNumber']][[1]],no,VARCHAR(50),NA
IDV_LAST_DATE_TO_ORDER,NA,list_element[['relevantContractDates']][['lastDateToOrder']][[1]],no,DATETIME,Last date on which an order may be placed against this indefinite delivery vehicle.
MULTIPLE_OR_SINGLE_AWARD_IDC_CODE,NA,list_element[['contractData']][['multipleOrSingleAwardIDC']][[1]],no,VARCHAR(40),"Indicates whether the contract is one of many that resulted from a single solicitation, all of the contracts are for the same or similar items, and contracting officers are required to compare their requirements with the offerings under more than one contract or are required to acquire the requirement competitively among the awardees. BPA ""Multiple or Single Award IDV"" value does not pull the ""Multiple or Single Award IDV"" value of the referenced FSS to the BPA. The ""Multiple or Single Award IDV"" value shall be required and selected by the user for all BPA bases created."
PROGRAM_ACRONYM,NA,list_element[['contractData']][['programAcronym']][[1]],no,VARCHAR(35),"The short name or title used for a GWAC or other contracting program. Examples include COMMITS, ITOPS, SEWP."
TYPE_OF_IDC_CODE,NA,list_element[['contractData']][['typeOfIDC']][[1]],no,VARCHAR(1),"Identifies whether the IDC or Multi-Agency Contract is Indefinite Delivery/Requirements, Indefinite Delivery/Indefinite Quantity, or Indefinite Delivery/Definite Quantity. A requirements contract provides for filling all actual purchase requirements of designated Government activities for supplies or services during a specified contract period, with deliveries or performance to be scheduled by placing orders with the contractor. A Requirements IDC or Multi-Agency Contract is a contract for all of the agency's requirement for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract. After award, the contract is a mandatory source for the agency for the supplies or services specified. The quantities of supplies or services specified in the IDC or Multi-Agency Contract are estimates only and are not purchased by this contract. Except as this contract may otherwise provide, if the government's requirements do not result in orders in the quantities described as ""estimated"" or ""maximum"" in the Schedule, that fact shall not constitute the basis for an equitable price adjustment. An indefinite-quantity contract provides for an indefinite quantity, within stated limits, of supplies or services during a fixed period. The Government places orders for individual requirements. Quantity limits may be stated as number of units or as dollar values. An Indefinite Quantity is a contract for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract. The quantities of supplies and services specified in the IDC or Multi-Agency Contract are estimates only and are not purchased by this contract. A definite-quantity contract provides for delivery of a definite quantity of specific supplies or services for a fixed period, with deliveries or performance to be scheduled at designated locations upon order. A Definite Quantity IDC or Multi-Agency Contract is a definite-quantity, indefinite-delivery contract for the supplies or services specified, and effective for the period stated, in the IDC or Multi-Agency Contract."
SYSTEM_EQUIP_CODE,list_element[['productOrServiceInformation']][['systemEquipmentCode']][[1]],,no,VARCHAR(10),
CONTINGENCY_OPS,list_element[['contractData']][['contingencyHumanitarianPeacekeepingOperation']][[1]],,no,VARCHAR(5),
AWARD_COUNTRY_NAME,attributes(list_element[['purchaserInformation']][['contractingOfficeID']])$country,attributes(list_element[['purchaserInformation']][['contractingOfficeID']])$country,yes,VARCHAR(45),NA
AWARD_IDV_TYPE_DESCRIPTION,attributes(list_element[['contractData']][['contractActionType']])$description,attributes(list_element[['contractData']][['contractActionType']])$description,yes,VARCHAR(30),N/A
BUNDLED_CONTRACT_EXCEPTION_DESC,attributes(list_element[['productOrServiceInformation']][['contractBundling']])$description,attributes(list_element[['productOrServiceInformation']][['contractBundling']])$description,yes,VARCHAR(255),N/A
CLAIMANT_PROGRAM_DESCRIPTION,attributes(list_element[['productOrServiceInformation']][['claimantProgramCode']])$description,attributes(list_element[['productOrServiceInformation']][['claimantProgramCode']])$description,yes,VARCHAR(70),N/A
CLINGER_COHEN_ACT_DESC,attributes(list_element[['legislativeMandates']][['ClingerCohenAct']])$description,attributes(list_element[['legislativeMandates']][['ClingerCohenAct']])$description,yes,VARCHAR(3),N/A
CO_BUS_SIZE_DETERMINATION,attributes(list_element[['vendor']][['contractingOfficerBusinessSizeDetermination']])$description,attributes(list_element[['vendor']][['contractingOfficerBusinessSizeDetermination']])$description,yes,VARCHAR(25),N/A
CONSOLIDATED_CONTRACT_DESC,attributes(list_element[['contractData']][['consolidatedContract']])$description,attributes(list_element[['contractData']][['consolidatedContract']])$description,yes,VARCHAR(65),N/A
CONTRACTING_AGENCY_NAME,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$name,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$name,yes,VARCHAR(86),N/A
CONTRACTING_DEPARTMENT_ID,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$departmentID,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$departmentID,yes,VARCHAR(10),N/A
CONTRACTING_DEPARTMENT_NAME,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$departmentName,attributes(list_element[['purchaserInformation']][['contractingOfficeAgencyID']])$departmentName,yes,VARCHAR(96),N/A
CONTRACTING_OFFICE_NAME,attributes(list_element[['purchaserInformation']][['contractingOfficeID']])$name,attributes(list_element[['purchaserInformation']][['contractingOfficeID']])$name,yes,VARCHAR(150),N/A
EVALUATED_PREFERENCE_DESC,attributes(list_element[['competition']][['evaluatedPreference']])$description,attributes(list_element[['competition']][['evaluatedPreference']])$description,yes,VARCHAR(51),N/A
EXTENT_COMPETED_DESCRIPTION,attributes(list_element[['competition']][['extentCompeted']])$description,attributes(list_element[['competition']][['extentCompeted']])$description,yes,VARCHAR(52),N/A
FAIR_OPRTNTY_DESC,attributes(list_element[['competition']][['statutoryExceptionToFairOpportunity']])$description,attributes(list_element[['competition']][['statutoryExceptionToFairOpportunity']])$description,yes,VARCHAR(53),N/A
FED_BIZ_OPPS_DESC,attributes(list_element[['competition']][['fedBizOpps']])$description,attributes(list_element[['competition']][['fedBizOpps']])$description,yes,VARCHAR(14),N/A
FOREIGN_FUNDING_DESCRIPTION,attributes(list_element[['purchaserInformation']][['foreignFunding']])$description,attributes(list_element[['purchaserInformation']][['foreignFunding']])$description,yes,VARCHAR(21),N/A
FUNDING_AGENCY_NAME,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$name,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$name,yes,VARCHAR(102),N/A
FUNDING_DEPARTMENT_ID,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$departmentID,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$departmentID,yes,VARCHAR(10),N/A
FUNDING_DEPARTMENT_NAME,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$departmentName,attributes(list_element[['purchaserInformation']][['fundingRequestingAgencyID']])$departmentName,yes,VARCHAR(96),N/A
FUNDING_OFFICE_NAME,attributes(list_element[['purchaserInformation']][['fundingRequestingOfficeID']])$name,attributes(list_element[['purchaserInformation']][['fundingRequestingOfficeID']])$name,yes,VARCHAR(150),N/A
GFE_GFP_DESC,attributes(list_element[['contractData']][['GFE-GFP']])$description,attributes(list_element[['contractData']][['GFE-GFP']])$description,yes,VARCHAR(32),N/A
IDV_DEPARTMENT_NAME,attributes(list_element[['awardID']][['referencedIDVID']][['agencyID']])$name,attributes(list_element[['contractID']][['referencedIDVID']][['agencyID']])$name,yes,VARCHAR(69),N/A
IDV_TYPE_DESCRIPTION,attributes(list_element[['contractData']][['referencedIDVType']])$description,attributes(list_element[['contractData']][['referencedIDVType']])$description,yes,VARCHAR(21),N/A
INHERENTLY_GOVERNMENTAL_DESC,attributes(list_element[['contractData']][['inherentlyGovernmentalFunction']])$description,attributes(list_element[['contractData']][['inherentlyGovernmentalFunction']])$description,yes,VARCHAR(37),N/A
LASA_DESCRIPTION,attributes(list_element[['competition']][['localAreaSetAside']])$description,attributes(list_element[['competition']][['localAreaSetAside']])$description,yes,VARCHAR(3),N/A
MULTIYEAR_CONTRACT_DESC,attributes(list_element[['contractData']][['multiYearContract']])$description,attributes(list_element[['contractData']][['multiYearContract']])$description,yes,VARCHAR(3),N/A
NATIONAL_INTEREST_DESCRIPTION,attributes(list_element[['contractData']][['nationalInterestActionCode']])$description,attributes(list_element[['contractData']][['nationalInterestActionCode']])$description,yes,VARCHAR(62),N/A
PBSC_SHORT_DESCRIPTION,attributes(list_element[['contractData']][['performanceBasedServiceContract']])$description,attributes(list_element[['contractData']][['performanceBasedServiceContract']])$description,yes,VARCHAR(36),N/A
PLACE_OF_PERFORM_COUNTRY_NAME,attributes(list_element[['placeOfPerformance']][['principalPlaceOfPerformance']][['countryCode']])$name,NA,yes,VARCHAR(45),N/A
POM_SHORT_DESCRIPTION,attributes(list_element[['productOrServiceInformation']][['placeOfManufacture']])$description,NA,yes,VARCHAR(109),N/A
POP_CITY,attributes(list_element[['placeOfPerformance']][['placeOfPerformanceZIPCode']])$city,NA,yes,VARCHAR(255),The name that identifies the principal place of performance.
POP_COUNTY_NAME,attributes(list_element[['placeOfPerformance']][['placeOfPerformanceZIPCode']])$county,NA,yes,VARCHAR(25),N/A
POP_LOCATION_STATE_NAME,attributes(list_element[['placeOfPerformance']][['principalPlaceOfPerformance']][['stateCode']])$name,NA,yes,VARCHAR(35),N/A
PRINCIPAL_NAICS_DESCRIPTION,attributes(list_element[['productOrServiceInformation']][['principalNAICSCode']])$description,attributes(list_element[['productOrServiceInformation']][['principalNAICSCode']])$description,yes,VARCHAR(125),N/A
PRODUCT_OR_SERVICE_DESCRIPTION,attributes(list_element[['productOrServiceInformation']][['productOrServiceCode']])$description,attributes(list_element[['productOrServiceInformation']][['productOrServiceCode']])$description,yes,VARCHAR(105),N/A
REASON_FOR_MODIFICATION_DESC,attributes(list_element[['contractData']][['reasonForModification']])$description,attributes(list_element[['contractData']][['reasonForModification']])$description,yes,VARCHAR(65),N/A
RECOVERED_MATERIAL_CLS_DESC,attributes(list_element[['productOrServiceInformation']][['recoveredMaterialClauses']])$description,attributes(list_element[['productOrServiceInformation']][['recoveredMaterialClauses']])$description,yes,VARCHAR(75),N/A
RESEARCH_DESCRIPTION,attributes(list_element[['competition']][['research']])$description,attributes(list_element[['competition']][['research']])$description,yes,VARCHAR(59),N/A
SOLICITATION_PROCEDURES_DESC,attributes(list_element[['competition']][['solicitationProcedures']])$description,attributes(list_element[['competition']][['solicitationProcedures']])$description,yes,VARCHAR(42),N/A
SUBCONTRACT_PLAN_DESC,attributes(list_element[['preferencePrograms']][['subcontractPlan']])$description,attributes(list_element[['preferencePrograms']][['subcontractPlan']])$description,yes,VARCHAR(4500),N/A
TOCP_SHORT_DESCRIPTION,attributes(list_element[['contractData']][['typeOfContractPricing']])$description,attributes(list_element[['contractData']][['typeOfContractPricing']])$description,yes,VARCHAR(91),N/A
TYPE_OF_SET_ASIDE_DESCRIPTION,attributes(list_element[['competition']][['typeOfSetAside']])$description,attributes(list_element[['competition']][['typeOfSetAside']])$description,yes,VARCHAR(120),N/A
UNDEFINITIZED_ACTION_DESC,attributes(list_element[['contractData']][['undefinitizedAction']])$description,attributes(list_element[['contractData']][['undefinitizedAction']])$description,yes,VARCHAR(26),N/A
VENDOR_ADDRESS_COUNTRY_NAME,attributes(list_element[['vendor']][['vendorSiteDetails']][['vendorLocation']][['countryCode']])$name,attributes(list_element[['vendor']][['vendorSiteDetails']][['vendorLocation']][['countryCode']])$name,yes,VARCHAR(36),N/A
WALSH_HEALEY_ACT_DESC,attributes(list_element[['legislativeMandates']][['materialsSuppliesArticlesEquipment']])$description,attributes(list_element[['legislativeMandates']][['materialsSuppliesArticlesEquipment']])$description,yes,VARCHAR(14),N/A
MULTIPLE_OR_SINGLE_AWARD_IDC,NA,attributes(list_element[['contractData']][['multipleOrSingleAwardIDC']])$description,yes,VARCHAR(255),N/A
TYPE_OF_IDC,NA,attributes(list_element[['contractData']][['typeOfIDC']])$description,yes,VARCHAR(255),N/A
